Sat, 21 Nov 15 21:47:11 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to tweetview
Sun, 22 Nov 15 11:57:50 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xAD\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397834610196480, tweet_text = "RT @xoborjarachelle: Mannn someone take me to a JB concert😭😭😭❤❤❤", created_at = "2015-11-22 11:57:16", geo_lat = 0, geo_long = 0, user_id = 1094894486, screen_name = "nevexrios", name = "Nevey", profile_image_url = "http://pbs.twimg.com/profile_images/668317178165235713/fSE3qqez_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:50 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF3\xBE\x87\x84 s...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397834392047616, tweet_text = "Pastor Kan ju shan... Deliverance in the monkey󾇄 shadow 󾰀󾰀󾰀󾰀󾰀 https://t.co/QBEaZQlFpH https://t.co/3RLMMKFgAr", created_at = "2015-11-22 11:57:16", geo_lat = 0, geo_long = 0, user_id = 898398048, screen_name = "doubledynapix", name = "Ayomidimeji", profile_image_url = "http://pbs.twimg.com/profile_images/658006021227597824/3CiYptDr_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:51 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x99\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397839194521600, tweet_text = "RT @Maggiggie: #Goals 💙😍👌🏻 The graduating seniors with their.... 🙊  @kieferravena @AlyssaValdez2 @lauralehmann123 @fonzogotla16 https://t.c…", created_at = "2015-11-22 11:57:17", geo_lat = 0, geo_long = 0, user_id = 3401829374, screen_name = "insouciance_88", name = "AdMajoremDeiGloriam", profile_image_url = "http://pbs.twimg.com/profile_images/642183827138285571/9zey23l6_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:51 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x9B h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397838791872512, tweet_text = "the more the merrier..😛 https://t.co/H3NKSmGUxz", created_at = "2015-11-22 11:57:17", geo_lat = 0, geo_long = 0, user_id = 3853173981, screen_name = "shesosmooov", name = "c", profile_image_url = "http://pbs.twimg.com/profile_images/668262804391096320/xInsR2Xf_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:51 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x83\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397838771032064, tweet_text = "The moment when your brain simply says nope 🙃🙂", created_at = "2015-11-22 11:57:17", geo_lat = 0, geo_long = 0, user_id = 955155097, screen_name = "kuglofjofi", name = "Kerekes Zsófi", profile_image_url = "http://pbs.twimg.com/profile_images/668396639598563328/LM74799F_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:51 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xB7\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397838720565250, tweet_text = "It\'s worse during the night. Hayyy. 😷🤒😿", created_at = "2015-11-22 11:57:17", geo_lat = 0, geo_long = 0, user_id = 148942732, screen_name = "janinarequilman", name = "MJ", profile_image_url = "http://pbs.twimg.com/profile_images/615552026169114624/m-CsgVQL_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:51 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x85 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397838519373824, tweet_text = "THATS MY GIRLLLLLLLLLL👅 https://t.co/C0UBcp1yaK", created_at = "2015-11-22 11:57:17", geo_lat = 0, geo_long = 0, user_id = 3183926279, screen_name = "janetrodrigues_", name = "janet", profile_image_url = "http://pbs.twimg.com/profile_images/658713861030289408/A6GLnFZw_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:52 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x93 u...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397843002974208, tweet_text = "RT @StephMiyoung09: tiffany commented on her brother\'s post 💓 ugh where can i get an adorable lil sis like this😭 https://t.co/fZ8rILMogx", created_at = "2015-11-22 11:57:18", geo_lat = 0, geo_long = 0, user_id = 3220098656, screen_name = "monsterhwang", name = "FAT TI NI", profile_image_url = "http://pbs.twimg.com/profile_images/637622454576246785/9aLqeELt_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:52 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x84' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397842969460736, tweet_text = "RT @SensibleText: I\'m too young to be this stressed.🙄", created_at = "2015-11-22 11:57:18", geo_lat = 0, geo_long = 0, user_id = 29654591, screen_name = "melissadilodilo", name = "Melissa Dilodilo", profile_image_url = "http://pbs.twimg.com/profile_images/632857762951598080/DlHntsZv_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:53 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x84' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397847172239360, tweet_text = "@raiphsays How the Labour lost Scotland 😄", created_at = "2015-11-22 11:57:19", geo_lat = 0, geo_long = 0, user_id = 58821616, screen_name = "discodolly25", name = "❤YESNP&Proud❤", profile_image_url = "http://pbs.twimg.com/profile_images/660739952033071104/-i986fFB_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:53 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397847562317824, tweet_text = "RT @LittleSmileToU: Share a smile on this cold Sunday #ShareASmile #MakeSomeonesDay RT your smiley selfies lets go 👌🏻👊🏻 https://t.co/70bPhD…", created_at = "2015-11-22 11:57:19", geo_lat = 0, geo_long = 0, user_id = 625631898, screen_name = "db291010", name = "Dani Brown", profile_image_url = "http://pbs.twimg.com/profile_images/667850504274362373/csJOJF3X_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:53 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397846392008705, tweet_text = "RT @tcaxo_: OMFG ME TOO😂😂😂 https://t.co/r9EDNv0pv0", created_at = "2015-11-22 11:57:19", geo_lat = 0, geo_long = 0, user_id = 450407163, screen_name = "_camerynloryn_", name = "princess cameryn", profile_image_url = "http://pbs.twimg.com/profile_images/660645264986734592/Exrz_pdH_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:53 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D\x0A\x0A...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397847318925312, tweet_text = "RT @KathNielBabies: Wearing some simple clothes but still, the sexiest 😍\n\n#RufflesBagsKBFashionShow -☔ https://t.co/cSnoTdRQH5", created_at = "2015-11-22 11:57:19", geo_lat = 0, geo_long = 0, user_id = 3240537474, screen_name = "TSKathniels", name = "forKATH|NIELever", profile_image_url = "http://pbs.twimg.com/profile_images/658343941507411969/EtflYrEB_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:54 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8E\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397851370590209, tweet_text = "RT @KevParkss: The first of many to my bro @thatboybo5 😎😈 https://t.co/01O3BAS0l8", created_at = "2015-11-22 11:57:20", geo_lat = 0, geo_long = 0, user_id = 96547592, screen_name = "JML20XX", name = "Jim Lilly EMAC", profile_image_url = "http://pbs.twimg.com/profile_images/559043082117984257/AnI7ikIR_normal.jpeg", is_rt = 1
Sun, 22 Nov 15 11:57:55 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x85\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397855715954689, tweet_text = "You already know, I top all y\'all bitches 💅🏼", created_at = "2015-11-22 11:57:21", geo_lat = 0, geo_long = 0, user_id = 2268305892, screen_name = "jazminebatta", name = "jazminebatta", profile_image_url = "http://pbs.twimg.com/profile_images/659899205398347776/6QmyOjW0_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:55 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x93 u...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397855858515970, tweet_text = "RT @StephMiyoung09: tiffany commented on her brother\'s post 💓 ugh where can i get an adorable lil sis like this😭 https://t.co/fZ8rILMogx", created_at = "2015-11-22 11:57:21", geo_lat = 0, geo_long = 0, user_id = 2637546684, screen_name = "gglovefany", name = "Tiffany♡", profile_image_url = "http://pbs.twimg.com/profile_images/665940822295117824/NhDDeAdN_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:55 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397855887851520, tweet_text = "RT @TheTumblrPosts: When a bunny applies its eyeliner better than you 😍😭 https://t.co/o87vyOKg1o", created_at = "2015-11-22 11:57:21", geo_lat = 0, geo_long = 0, user_id = 3157783170, screen_name = "zairsyy_", name = "zaira.syazlin", profile_image_url = "http://pbs.twimg.com/profile_images/664116566653407232/gZTkQ2Es_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:55 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA8\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397855271317504, tweet_text = "RT @BabyAnimalPics: he\'s swimming with a freakin lion 😨😻🙌🏼 Life goals https://t.co/sVia0Lu5Li", created_at = "2015-11-22 11:57:21", geo_lat = 0, geo_long = 0, user_id = 949976810, screen_name = "s4azh", name = "sá", profile_image_url = "http://pbs.twimg.com/profile_images/663969160146251776/KyBM9sgj_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:55 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x97\xA3' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397855585890304, tweet_text = "RT @IaVldzto: When your words mean nothing I go la la la la la 🗣", created_at = "2015-11-22 11:57:21", geo_lat = 0, geo_long = 0, user_id = 2899824062, screen_name = "kayetootsieroll", name = "Tatiana Sac Wynter", profile_image_url = "http://pbs.twimg.com/profile_images/665436843534626816/kKEbSr3l_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:55 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397855451824128, tweet_text = "I bought a skin tight T shirt.....what girls do i can do better 😂😂😂", created_at = "2015-11-22 11:57:21", geo_lat = 0, geo_long = 0, user_id = 2805814760, screen_name = "Neo_Einstein", name = "Maggikhor", profile_image_url = "http://pbs.twimg.com/profile_images/617552687677071363/RaB06aKs_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:55 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668397855829135360, url="http://link.ask.fm/igoto/45DKECN75V62DDAUPY6IQO7Z72NS7NA4S2SL3R5RCD43F55JRBZZCZKPFVBMSRBUL6YPKGKEA4YFKEQPY43OA7PQPXYKVBJAWQDVHFCJB5OTWI7UAOEDO4HRT2SPJWT2266ZQHRJ3LMH7BEEISIAKELC73PG75EP73LU3YKYYDZY2SG4A5WFRRPR6BB3L5OOYN6A===="
Sun, 22 Nov 15 11:57:55 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8E\xB6' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397855522971648, tweet_text = "is it too late now to say sorry? 🎶", created_at = "2015-11-22 11:57:21", geo_lat = 0, geo_long = 0, user_id = 1399172760, screen_name = "_alyzalauren", name = "alyza", profile_image_url = "http://pbs.twimg.com/profile_images/668278454110912512/jD2DOBCC_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:56 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397859750977536, tweet_text = "RT @foodpporn: wait a minute 😍😍😭😩 https://t.co/9t96QRPIA4", created_at = "2015-11-22 11:57:22", geo_lat = 0, geo_long = 0, user_id = 2889637440, screen_name = "JannahGraceF", name = "aja", profile_image_url = "http://pbs.twimg.com/profile_images/668359428035510272/95OjHdGU_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:56 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397859700543490, tweet_text = "RT @TheVampsConPHL: WHO\'S EXCITED FOR REST YOUR LOVE MUSIC VIDEO? 🙌🙌\n\n#MTVStars The Vamps", created_at = "2015-11-22 11:57:22", geo_lat = 0, geo_long = 0, user_id = 4311926604, screen_name = "christellawlove", name = "Christella Wong", profile_image_url = "http://pbs.twimg.com/profile_images/668047151956492289/RyoDW-a0_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:56 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397859658534912, tweet_text = "RT @TheVampsConPHL: WHO\'S EXCITED FOR REST YOUR LOVE MUSIC VIDEO? 🙌🙌\n\n#MTVStars The Vamps", created_at = "2015-11-22 11:57:22", geo_lat = 0, geo_long = 0, user_id = 4277813054, screen_name = "ArtemisGreene", name = "Ali Artemis Greene", profile_image_url = "http://pbs.twimg.com/profile_images/666928242096377856/7ObewrzI_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:56 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8E\xB6 W...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397859595767808, tweet_text = "RT @nellyweather: 🎶 When the 🌙 hits your 👀 like a big 🍕 pie that\'s emoji 🎶", created_at = "2015-11-22 11:57:22", geo_lat = 0, geo_long = 0, user_id = 221396077, screen_name = "sullyclo", name = "Clodagh O\' Sullivan", profile_image_url = "http://pbs.twimg.com/profile_images/616369074768060416/_9lwThZ9_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:57 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397864331010048, tweet_text = "RT @kurnytaaa_: I took so many Ls in 2015 😂😩", created_at = "2015-11-22 11:57:23", geo_lat = 0, geo_long = 0, user_id = 1553759484, screen_name = "_SupremeDee", name = "DeJha✨", profile_image_url = "http://pbs.twimg.com/profile_images/660981528848035840/6jIWHMZY_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:57 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397867917115392, tweet_text = "Awwww! Syttt I\'m starving to death 😍😍😍 https://t.co/LcBkZWKcmb", created_at = "2015-11-22 11:57:24", geo_lat = 0, geo_long = 0, user_id = 3344123899, screen_name = "flenitsirk", name = "KrisssTayyyn", profile_image_url = "http://pbs.twimg.com/profile_images/660276943506419712/IrIAuJq3_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:57 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8E\xBE #...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397863383277568, tweet_text = "RT @ldschurch5520: 🎾 #watch   💑 Guy On Instagram Photoshops Himself In Celebrity Pictures And The Results Are Awesome \n ==&gt; https://t.co/UP…", created_at = "2015-11-22 11:57:23", geo_lat = 0, geo_long = 0, user_id = 3288150484, screen_name = "NadejdaPaul", name = "Paul Campbell", profile_image_url = "http://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png", is_rt = 1
Sun, 22 Nov 15 11:57:58 +0000 | ./parse_tweets.php -> insert | Data too long for column 'location' at row 1 | INSERT INTO users SET screen_name = "nickelby", profile_image_url = "http://pbs.twimg.com/profile_images/542257121048276992/Q--0PWB7_normal.jpeg", user_id = 15338000, name = "Nickelby", location = "Mostly in either Australia, Japan, Singapore or Malaysia. May be in South Korea, Philippines or Thailand at times.", url = "http://nthane.blogspot.com", description = "1/4 Japanese; Apple and Linux advocate; Nintendo ninja; Wireshark geek; supports PETA; amateur photographer; IT security wannabe; names daughter Zelda :-)", created_at = CURRENT_TIMESTAMP, followers_count = 865, friends_count = 480, statuses_count = 6100, time_zone = "Kuala Lumpur", last_update = "2015-11-22 11:57:25"
Sun, 22 Nov 15 11:57:58 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA2\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397868118491136, tweet_text = "seul im worried. 😢😢😢 https://t.co/nqNE9tIbY3", created_at = "2015-11-22 11:57:24", geo_lat = 0, geo_long = 0, user_id = 3527091014, screen_name = "BAEBSP", name = "ㅤ", profile_image_url = "http://pbs.twimg.com/profile_images/668310388664983552/EDHOl-C5_normal.png", is_rt = 0
Sun, 22 Nov 15 11:57:59 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397867820707840, tweet_text = "You was not active that time \"@Kid_Nhevi: Haibo when was this?? Where was I?? 😂👀 https://t.co/lhWSs01SuP\"", created_at = "2015-11-22 11:57:24", geo_lat = 0, geo_long = 0, user_id = 376641365, screen_name = "Ray_Kamolane", name = "Ray Kamolane", profile_image_url = "http://pbs.twimg.com/profile_images/668143291003727872/VCchXfsF_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:58:00 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82 &...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397872212271106, tweet_text = "RT @brandon69harvey: @AlexMenesse @ryxn_98 @HollyDanbyxox I didn\'t throw a knife at her😂 &amp; she told me to go through it to see she had chan…", created_at = "2015-11-22 11:57:25", geo_lat = 0, geo_long = 0, user_id = 716112073, screen_name = "HollyDanbyxox", name = "holly", profile_image_url = "http://pbs.twimg.com/profile_images/668376934552838144/_JAozPiP_normal.jpg", is_rt = 1
